id	name	test1	test2	test3
12398	消灭4805066个敌人	1,4805066	1,2,3,9735	1,1;2,2;3,9734
12399	消灭4805067个敌人	1,4805067	1,2,3,9736	1,1;2,2;3,9735
12400	消灭4805068个敌人	1,4805068	1,2,3,9737	1,1;2,2;3,9736
12401	消灭4805069个敌人	1,4805069	1,2,3,9738	1,1;2,2;3,9737
12402	消灭4805070个敌人	1,4805070	1,2,3,9739	1,1;2,2;3,9738
12403	消灭4805071个敌人	1,4805071	1,2,3,9740	1,1;2,2;3,9739
12404	消灭4805072个敌人	1,4805072	1,2,3,9741	1,1;2,2;3,9740
12405	消灭4805073个敌人	1,4805073	1,2,3,9742	1,1;2,2;3,9741
12406	消灭4805074个敌人	1,4805074	1,2,3,9743	1,1;2,2;3,9742
12407	消灭4805075个敌人	1,4805075	1,2,3,9744	1,1;2,2;3,9743
12408	消灭4805076个敌人	1,4805076	1,2,3,9745	1,1;2,2;3,9744
12409	消灭4805077个敌人	1,4805077	1,2,3,9746	1,1;2,2;3,9745
12410	消灭4805078个敌人	1,4805078	1,2,3,9747	1,1;2,2;3,9746
12411	消灭4805079个敌人	1,4805079	1,2,3,9748	1,1;2,2;3,9747
12412	消灭4805080个敌人	1,4805080	1,2,3,9749	1,1;2,2;3,9748
12413	消灭4805081个敌人	1,4805081	1,2,3,9750	1,1;2,2;3,9749
12414	消灭4805082个敌人	1,4805082	1,2,3,9751	1,1;2,2;3,9750
12415	消灭4805083个敌人	1,4805083	1,2,3,9752	1,1;2,2;3,9751
12416	消灭4805084个敌人	1,4805084	1,2,3,9753	1,1;2,2;3,9752
12417	消灭4805085个敌人	1,4805085	1,2,3,9754	1,1;2,2;3,9753
12418	消灭4805086个敌人	1,4805086	1,2,3,9755	1,1;2,2;3,9754
12419	消灭4805087个敌人	1,4805087	1,2,3,9756	1,1;2,2;3,9755
12420	消灭4805088个敌人	1,4805088	1,2,3,9757	1,1;2,2;3,9756
12421	消灭4805089个敌人	1,4805089	1,2,3,9758	1,1;2,2;3,9757
12422	消灭4805090个敌人	1,4805090	1,2,3,9759	1,1;2,2;3,9758
12423	消灭4805091个敌人	1,4805091	1,2,3,9760	1,1;2,2;3,9759
12424	消灭4805092个敌人	1,4805092	1,2,3,9761	1,1;2,2;3,9760
12425	消灭4805093个敌人	1,4805093	1,2,3,9762	1,1;2,2;3,9761
12426	消灭4805094个敌人	1,4805094	1,2,3,9763	1,1;2,2;3,9762
12427	消灭4805095个敌人	1,4805095	1,2,3,9764	1,1;2,2;3,9763
12428	消灭4805096个敌人	1,4805096	1,2,3,9765	1,1;2,2;3,9764
12429	消灭4805097个敌人	1,4805097	1,2,3,9766	1,1;2,2;3,9765
12430	消灭4805098个敌人	1,4805098	1,2,3,9767	1,1;2,2;3,9766
12431	消灭4805099个敌人	1,4805099	1,2,3,9768	1,1;2,2;3,9767
12432	消灭4805100个敌人	1,4805100	1,2,3,9769	1,1;2,2;3,9768
12433	消灭4805101个敌人	1,4805101	1,2,3,9770	1,1;2,2;3,9769
12434	消灭4805102个敌人	1,4805102	1,2,3,9771	1,1;2,2;3,9770
12435	消灭4805103个敌人	1,4805103	1,2,3,9772	1,1;2,2;3,9771
12436	消灭4805104个敌人	1,4805104	1,2,3,9773	1,1;2,2;3,9772
12437	消灭4805105个敌人	1,4805105	1,2,3,9774	1,1;2,2;3,9773
12438	消灭4805106个敌人	1,4805106	1,2,3,9775	1,1;2,2;3,9774
12439	消灭4805107个敌人	1,4805107	1,2,3,9776	1,1;2,2;3,9775
12440	消灭4805108个敌人	1,4805108	1,2,3,9777	1,1;2,2;3,9776
12441	消灭4805109个敌人	1,4805109	1,2,3,9778	1,1;2,2;3,9777
12442	消灭4805110个敌人	1,4805110	1,2,3,9779	1,1;2,2;3,9778
12443	消灭4805111个敌人	1,4805111	1,2,3,9780	1,1;2,2;3,9779
12444	消灭4805112个敌人	1,4805112	1,2,3,9781	1,1;2,2;3,9780
12445	消灭4805113个敌人	1,4805113	1,2,3,9782	1,1;2,2;3,9781
12446	消灭4805114个敌人	1,4805114	1,2,3,9783	1,1;2,2;3,9782
12447	消灭4805115个敌人	1,4805115	1,2,3,9784	1,1;2,2;3,9783
12448	消灭4805116个敌人	1,4805116	1,2,3,9785	1,1;2,2;3,9784
12449	消灭4805117个敌人	1,4805117	1,2,3,9786	1,1;2,2;3,9785
12450	消灭4805118个敌人	1,4805118	1,2,3,9787	1,1;2,2;3,9786
12451	消灭4805119个敌人	1,4805119	1,2,3,9788	1,1;2,2;3,9787
12452	消灭4805120个敌人	1,4805120	1,2,3,9789	1,1;2,2;3,9788
12453	消灭4805121个敌人	1,4805121	1,2,3,9790	1,1;2,2;3,9789
12454	消灭4805122个敌人	1,4805122	1,2,3,9791	1,1;2,2;3,9790
12455	消灭4805123个敌人	1,4805123	1,2,3,9792	1,1;2,2;3,9791
12456	消灭4805124个敌人	1,4805124	1,2,3,9793	1,1;2,2;3,9792
12457	消灭4805125个敌人	1,4805125	1,2,3,9794	1,1;2,2;3,9793
12458	消灭4805126个敌人	1,4805126	1,2,3,9795	1,1;2,2;3,9794
12459	消灭4805127个敌人	1,4805127	1,2,3,9796	1,1;2,2;3,9795
12460	消灭4805128个敌人	1,4805128	1,2,3,9797	1,1;2,2;3,9796
12461	消灭4805129个敌人	1,4805129	1,2,3,9798	1,1;2,2;3,9797
12462	消灭4805130个敌人	1,4805130	1,2,3,9799	1,1;2,2;3,9798
12463	消灭4805131个敌人	1,4805131	1,2,3,9800	1,1;2,2;3,9799
12464	消灭4805132个敌人	1,4805132	1,2,3,9801	1,1;2,2;3,9800
12465	消灭4805133个敌人	1,4805133	1,2,3,9802	1,1;2,2;3,9801
12466	消灭4805134个敌人	1,4805134	1,2,3,9803	1,1;2,2;3,9802
12467	消灭4805135个敌人	1,4805135	1,2,3,9804	1,1;2,2;3,9803
12468	消灭4805136个敌人	1,4805136	1,2,3,9805	1,1;2,2;3,9804
12469	消灭4805137个敌人	1,4805137	1,2,3,9806	1,1;2,2;3,9805
12470	消灭4805138个敌人	1,4805138	1,2,3,9807	1,1;2,2;3,9806
12471	消灭4805139个敌人	1,4805139	1,2,3,9808	1,1;2,2;3,9807
12472	消灭4805140个敌人	1,4805140	1,2,3,9809	1,1;2,2;3,9808
12473	消灭4805141个敌人	1,4805141	1,2,3,9810	1,1;2,2;3,9809
12474	消灭4805142个敌人	1,4805142	1,2,3,9811	1,1;2,2;3,9810
12475	消灭4805143个敌人	1,4805143	1,2,3,9812	1,1;2,2;3,9811
12476	消灭4805144个敌人	1,4805144	1,2,3,9813	1,1;2,2;3,9812
12477	消灭4805145个敌人	1,4805145	1,2,3,9814	1,1;2,2;3,9813
12478	消灭4805146个敌人	1,4805146	1,2,3,9815	1,1;2,2;3,9814
12479	消灭4805147个敌人	1,4805147	1,2,3,9816	1,1;2,2;3,9815
12480	消灭4805148个敌人	1,4805148	1,2,3,9817	1,1;2,2;3,9816
12481	消灭4805149个敌人	1,4805149	1,2,3,9818	1,1;2,2;3,9817
12482	消灭4805150个敌人	1,4805150	1,2,3,9819	1,1;2,2;3,9818
12483	消灭4805151个敌人	1,4805151	1,2,3,9820	1,1;2,2;3,9819
12484	消灭4805152个敌人	1,4805152	1,2,3,9821	1,1;2,2;3,9820
12485	消灭4805153个敌人	1,4805153	1,2,3,9822	1,1;2,2;3,9821
12486	消灭4805154个敌人	1,4805154	1,2,3,9823	1,1;2,2;3,9822
12487	消灭4805155个敌人	1,4805155	1,2,3,9824	1,1;2,2;3,9823
12488	消灭4805156个敌人	1,4805156	1,2,3,9825	1,1;2,2;3,9824
12489	消灭4805157个敌人	1,4805157	1,2,3,9826	1,1;2,2;3,9825
12490	消灭4805158个敌人	1,4805158	1,2,3,9827	1,1;2,2;3,9826
12491	消灭4805159个敌人	1,4805159	1,2,3,9828	1,1;2,2;3,9827
12492	消灭4805160个敌人	1,4805160	1,2,3,9829	1,1;2,2;3,9828
12493	消灭4805161个敌人	1,4805161	1,2,3,9830	1,1;2,2;3,9829
12494	消灭4805162个敌人	1,4805162	1,2,3,9831	1,1;2,2;3,9830
12495	消灭4805163个敌人	1,4805163	1,2,3,9832	1,1;2,2;3,9831
12496	消灭4805164个敌人	1,4805164	1,2,3,9833	1,1;2,2;3,9832
12497	消灭4805165个敌人	1,4805165	1,2,3,9834	1,1;2,2;3,9833
12498	消灭4805166个敌人	1,4805166	1,2,3,9835	1,1;2,2;3,9834
12499	消灭4805167个敌人	1,4805167	1,2,3,9836	1,1;2,2;3,9835
12500	消灭4805168个敌人	1,4805168	1,2,3,9837	1,1;2,2;3,9836
12501	消灭4805169个敌人	1,4805169	1,2,3,9838	1,1;2,2;3,9837
12502	消灭4805170个敌人	1,4805170	1,2,3,9839	1,1;2,2;3,9838
12503	消灭4805171个敌人	1,4805171	1,2,3,9840	1,1;2,2;3,9839
12504	消灭4805172个敌人	1,4805172	1,2,3,9841	1,1;2,2;3,9840
12505	消灭4805173个敌人	1,4805173	1,2,3,9842	1,1;2,2;3,9841
12506	消灭4805174个敌人	1,4805174	1,2,3,9843	1,1;2,2;3,9842
12507	消灭4805175个敌人	1,4805175	1,2,3,9844	1,1;2,2;3,9843
12508	消灭4805176个敌人	1,4805176	1,2,3,9845	1,1;2,2;3,9844
12509	消灭4805177个敌人	1,4805177	1,2,3,9846	1,1;2,2;3,9845
12510	消灭4805178个敌人	1,4805178	1,2,3,9847	1,1;2,2;3,9846
12511	消灭4805179个敌人	1,4805179	1,2,3,9848	1,1;2,2;3,9847
12512	消灭4805180个敌人	1,4805180	1,2,3,9849	1,1;2,2;3,9848
12513	消灭4805181个敌人	1,4805181	1,2,3,9850	1,1;2,2;3,9849
12514	消灭4805182个敌人	1,4805182	1,2,3,9851	1,1;2,2;3,9850
12515	消灭4805183个敌人	1,4805183	1,2,3,9852	1,1;2,2;3,9851
12516	消灭4805184个敌人	1,4805184	1,2,3,9853	1,1;2,2;3,9852
12517	消灭4805185个敌人	1,4805185	1,2,3,9854	1,1;2,2;3,9853
12518	消灭4805186个敌人	1,4805186	1,2,3,9855	1,1;2,2;3,9854
12519	消灭4805187个敌人	1,4805187	1,2,3,9856	1,1;2,2;3,9855
12520	消灭4805188个敌人	1,4805188	1,2,3,9857	1,1;2,2;3,9856
12521	消灭4805189个敌人	1,4805189	1,2,3,9858	1,1;2,2;3,9857
12522	消灭4805190个敌人	1,4805190	1,2,3,9859	1,1;2,2;3,9858
12523	消灭4805191个敌人	1,4805191	1,2,3,9860	1,1;2,2;3,9859
12524	消灭4805192个敌人	1,4805192	1,2,3,9861	1,1;2,2;3,9860
12525	消灭4805193个敌人	1,4805193	1,2,3,9862	1,1;2,2;3,9861
12526	消灭4805194个敌人	1,4805194	1,2,3,9863	1,1;2,2;3,9862
12527	消灭4805195个敌人	1,4805195	1,2,3,9864	1,1;2,2;3,9863
12528	消灭4805196个敌人	1,4805196	1,2,3,9865	1,1;2,2;3,9864
12529	消灭4805197个敌人	1,4805197	1,2,3,9866	1,1;2,2;3,9865
12530	消灭4805198个敌人	1,4805198	1,2,3,9867	1,1;2,2;3,9866
12531	消灭4805199个敌人	1,4805199	1,2,3,9868	1,1;2,2;3,9867
12532	消灭4805200个敌人	1,4805200	1,2,3,9869	1,1;2,2;3,9868
12533	消灭4805201个敌人	1,4805201	1,2,3,9870	1,1;2,2;3,9869
12534	消灭4805202个敌人	1,4805202	1,2,3,9871	1,1;2,2;3,9870
12535	消灭4805203个敌人	1,4805203	1,2,3,9872	1,1;2,2;3,9871
12536	消灭4805204个敌人	1,4805204	1,2,3,9873	1,1;2,2;3,9872
12537	消灭4805205个敌人	1,4805205	1,2,3,9874	1,1;2,2;3,9873
12538	消灭4805206个敌人	1,4805206	1,2,3,9875	1,1;2,2;3,9874
12539	消灭4805207个敌人	1,4805207	1,2,3,9876	1,1;2,2;3,9875
12540	消灭4805208个敌人	1,4805208	1,2,3,9877	1,1;2,2;3,9876
12541	消灭4805209个敌人	1,4805209	1,2,3,9878	1,1;2,2;3,9877
12542	消灭4805210个敌人	1,4805210	1,2,3,9879	1,1;2,2;3,9878
12543	消灭4805211个敌人	1,4805211	1,2,3,9880	1,1;2,2;3,9879
12544	消灭4805212个敌人	1,4805212	1,2,3,9881	1,1;2,2;3,9880
12545	消灭4805213个敌人	1,4805213	1,2,3,9882	1,1;2,2;3,9881
12546	消灭4805214个敌人	1,4805214	1,2,3,9883	1,1;2,2;3,9882
12547	消灭4805215个敌人	1,4805215	1,2,3,9884	1,1;2,2;3,9883
12548	消灭4805216个敌人	1,4805216	1,2,3,9885	1,1;2,2;3,9884
12549	消灭4805217个敌人	1,4805217	1,2,3,9886	1,1;2,2;3,9885
12550	消灭4805218个敌人	1,4805218	1,2,3,9887	1,1;2,2;3,9886
12551	消灭4805219个敌人	1,4805219	1,2,3,9888	1,1;2,2;3,9887
12552	消灭4805220个敌人	1,4805220	1,2,3,9889	1,1;2,2;3,9888
12553	消灭4805221个敌人	1,4805221	1,2,3,9890	1,1;2,2;3,9889
12554	消灭4805222个敌人	1,4805222	1,2,3,9891	1,1;2,2;3,9890
12555	消灭4805223个敌人	1,4805223	1,2,3,9892	1,1;2,2;3,9891
12556	消灭4805224个敌人	1,4805224	1,2,3,9893	1,1;2,2;3,9892
12557	消灭4805225个敌人	1,4805225	1,2,3,9894	1,1;2,2;3,9893
12558	消灭4805226个敌人	1,4805226	1,2,3,9895	1,1;2,2;3,9894
12559	消灭4805227个敌人	1,4805227	1,2,3,9896	1,1;2,2;3,9895
12560	消灭4805228个敌人	1,4805228	1,2,3,9897	1,1;2,2;3,9896
12561	消灭4805229个敌人	1,4805229	1,2,3,9898	1,1;2,2;3,9897
12562	消灭4805230个敌人	1,4805230	1,2,3,9899	1,1;2,2;3,9898
12563	消灭4805231个敌人	1,4805231	1,2,3,9900	1,1;2,2;3,9899
12564	消灭4805232个敌人	1,4805232	1,2,3,9901	1,1;2,2;3,9900
12565	消灭4805233个敌人	1,4805233	1,2,3,9902	1,1;2,2;3,9901
12566	消灭4805234个敌人	1,4805234	1,2,3,9903	1,1;2,2;3,9902
12567	消灭4805235个敌人	1,4805235	1,2,3,9904	1,1;2,2;3,9903
12568	消灭4805236个敌人	1,4805236	1,2,3,9905	1,1;2,2;3,9904
12569	消灭4805237个敌人	1,4805237	1,2,3,9906	1,1;2,2;3,9905
12570	消灭4805238个敌人	1,4805238	1,2,3,9907	1,1;2,2;3,9906
12571	消灭4805239个敌人	1,4805239	1,2,3,9908	1,1;2,2;3,9907
12572	消灭4805240个敌人	1,4805240	1,2,3,9909	1,1;2,2;3,9908
12573	消灭4805241个敌人	1,4805241	1,2,3,9910	1,1;2,2;3,9909
12574	消灭4805242个敌人	1,4805242	1,2,3,9911	1,1;2,2;3,9910
12575	消灭4805243个敌人	1,4805243	1,2,3,9912	1,1;2,2;3,9911
12576	消灭4805244个敌人	1,4805244	1,2,3,9913	1,1;2,2;3,9912
12577	消灭4805245个敌人	1,4805245	1,2,3,9914	1,1;2,2;3,9913
12578	消灭4805246个敌人	1,4805246	1,2,3,9915	1,1;2,2;3,9914
12579	消灭4805247个敌人	1,4805247	1,2,3,9916	1,1;2,2;3,9915
12580	消灭4805248个敌人	1,4805248	1,2,3,9917	1,1;2,2;3,9916
12581	消灭4805249个敌人	1,4805249	1,2,3,9918	1,1;2,2;3,9917
12582	消灭4805250个敌人	1,4805250	1,2,3,9919	1,1;2,2;3,9918
12583	消灭4805251个敌人	1,4805251	1,2,3,9920	1,1;2,2;3,9919
12584	消灭4805252个敌人	1,4805252	1,2,3,9921	1,1;2,2;3,9920
12585	消灭4805253个敌人	1,4805253	1,2,3,9922	1,1;2,2;3,9921
12586	消灭4805254个敌人	1,4805254	1,2,3,9923	1,1;2,2;3,9922
12587	消灭4805255个敌人	1,4805255	1,2,3,9924	1,1;2,2;3,9923
12588	消灭4805256个敌人	1,4805256	1,2,3,9925	1,1;2,2;3,9924
12589	消灭4805257个敌人	1,4805257	1,2,3,9926	1,1;2,2;3,9925
12590	消灭4805258个敌人	1,4805258	1,2,3,9927	1,1;2,2;3,9926
12591	消灭4805259个敌人	1,4805259	1,2,3,9928	1,1;2,2;3,9927
12592	消灭4805260个敌人	1,4805260	1,2,3,9929	1,1;2,2;3,9928
12593	消灭4805261个敌人	1,4805261	1,2,3,9930	1,1;2,2;3,9929
12594	消灭4805262个敌人	1,4805262	1,2,3,9931	1,1;2,2;3,9930
12595	消灭4805263个敌人	1,4805263	1,2,3,9932	1,1;2,2;3,9931
12596	消灭4805264个敌人	1,4805264	1,2,3,9933	1,1;2,2;3,9932
12597	消灭4805265个敌人	1,4805265	1,2,3,9934	1,1;2,2;3,9933
12598	消灭4805266个敌人	1,4805266	1,2,3,9935	1,1;2,2;3,9934
12599	消灭4805267个敌人	1,4805267	1,2,3,9936	1,1;2,2;3,9935
12600	消灭4805268个敌人	1,4805268	1,2,3,9937	1,1;2,2;3,9936
12601	消灭4805269个敌人	1,4805269	1,2,3,9938	1,1;2,2;3,9937
12602	消灭4805270个敌人	1,4805270	1,2,3,9939	1,1;2,2;3,9938
12603	消灭4805271个敌人	1,4805271	1,2,3,9940	1,1;2,2;3,9939
12604	消灭4805272个敌人	1,4805272	1,2,3,9941	1,1;2,2;3,9940
12605	消灭4805273个敌人	1,4805273	1,2,3,9942	1,1;2,2;3,9941
12606	消灭4805274个敌人	1,4805274	1,2,3,9943	1,1;2,2;3,9942
12607	消灭4805275个敌人	1,4805275	1,2,3,9944	1,1;2,2;3,9943
12608	消灭4805276个敌人	1,4805276	1,2,3,9945	1,1;2,2;3,9944
12609	消灭4805277个敌人	1,4805277	1,2,3,9946	1,1;2,2;3,9945
12610	消灭4805278个敌人	1,4805278	1,2,3,9947	1,1;2,2;3,9946
12611	消灭4805279个敌人	1,4805279	1,2,3,9948	1,1;2,2;3,9947
12612	消灭4805280个敌人	1,4805280	1,2,3,9949	1,1;2,2;3,9948
12613	消灭4805281个敌人	1,4805281	1,2,3,9950	1,1;2,2;3,9949
12614	消灭4805282个敌人	1,4805282	1,2,3,9951	1,1;2,2;3,9950
12615	消灭4805283个敌人	1,4805283	1,2,3,9952	1,1;2,2;3,9951
12616	消灭4805284个敌人	1,4805284	1,2,3,9953	1,1;2,2;3,9952
12617	消灭4805285个敌人	1,4805285	1,2,3,9954	1,1;2,2;3,9953
12618	消灭4805286个敌人	1,4805286	1,2,3,9955	1,1;2,2;3,9954
12619	消灭4805287个敌人	1,4805287	1,2,3,9956	1,1;2,2;3,9955
12620	消灭4805288个敌人	1,4805288	1,2,3,9957	1,1;2,2;3,9956
12621	消灭4805289个敌人	1,4805289	1,2,3,9958	1,1;2,2;3,9957
12622	消灭4805290个敌人	1,4805290	1,2,3,9959	1,1;2,2;3,9958
12623	消灭4805291个敌人	1,4805291	1,2,3,9960	1,1;2,2;3,9959
12624	消灭4805292个敌人	1,4805292	1,2,3,9961	1,1;2,2;3,9960
12625	消灭4805293个敌人	1,4805293	1,2,3,9962	1,1;2,2;3,9961
12626	消灭4805294个敌人	1,4805294	1,2,3,9963	1,1;2,2;3,9962
12627	消灭4805295个敌人	1,4805295	1,2,3,9964	1,1;2,2;3,9963
12628	消灭4805296个敌人	1,4805296	1,2,3,9965	1,1;2,2;3,9964
12629	消灭4805297个敌人	1,4805297	1,2,3,9966	1,1;2,2;3,9965
12630	消灭4805298个敌人	1,4805298	1,2,3,9967	1,1;2,2;3,9966
12631	消灭4805299个敌人	1,4805299	1,2,3,9968	1,1;2,2;3,9967
12632	消灭4805300个敌人	1,4805300	1,2,3,9969	1,1;2,2;3,9968
12633	消灭4805301个敌人	1,4805301	1,2,3,9970	1,1;2,2;3,9969
12634	消灭4805302个敌人	1,4805302	1,2,3,9971	1,1;2,2;3,9970
12635	消灭4805303个敌人	1,4805303	1,2,3,9972	1,1;2,2;3,9971
12636	消灭4805304个敌人	1,4805304	1,2,3,9973	1,1;2,2;3,9972
12637	消灭4805305个敌人	1,4805305	1,2,3,9974	1,1;2,2;3,9973
12638	消灭4805306个敌人	1,4805306	1,2,3,9975	1,1;2,2;3,9974
12639	消灭4805307个敌人	1,4805307	1,2,3,9976	1,1;2,2;3,9975
12640	消灭4805308个敌人	1,4805308	1,2,3,9977	1,1;2,2;3,9976
12641	消灭4805309个敌人	1,4805309	1,2,3,9978	1,1;2,2;3,9977
12642	消灭4805310个敌人	1,4805310	1,2,3,9979	1,1;2,2;3,9978
12643	消灭4805311个敌人	1,4805311	1,2,3,9980	1,1;2,2;3,9979
12644	消灭4805312个敌人	1,4805312	1,2,3,9981	1,1;2,2;3,9980
12645	消灭4805313个敌人	1,4805313	1,2,3,9982	1,1;2,2;3,9981
12646	消灭4805314个敌人	1,4805314	1,2,3,9983	1,1;2,2;3,9982
12647	消灭4805315个敌人	1,4805315	1,2,3,9984	1,1;2,2;3,9983
12648	消灭4805316个敌人	1,4805316	1,2,3,9985	1,1;2,2;3,9984
12649	消灭4805317个敌人	1,4805317	1,2,3,9986	1,1;2,2;3,9985
12650	消灭4805318个敌人	1,4805318	1,2,3,9987	1,1;2,2;3,9986
12651	消灭4805319个敌人	1,4805319	1,2,3,9988	1,1;2,2;3,9987
12652	消灭4805320个敌人	1,4805320	1,2,3,9989	1,1;2,2;3,9988
12653	消灭4805321个敌人	1,4805321	1,2,3,9990	1,1;2,2;3,9989
12654	消灭4805322个敌人	1,4805322	1,2,3,9991	1,1;2,2;3,9990
12655	消灭4805323个敌人	1,4805323	1,2,3,9992	1,1;2,2;3,9991
12656	消灭4805324个敌人	1,4805324	1,2,3,9993	1,1;2,2;3,9992
12657	消灭4805325个敌人	1,4805325	1,2,3,9994	1,1;2,2;3,9993
12658	消灭4805326个敌人	1,4805326	1,2,3,9995	1,1;2,2;3,9994
12659	消灭4805327个敌人	1,4805327	1,2,3,9996	1,1;2,2;3,9995
12660	消灭4805328个敌人	1,4805328	1,2,3,9997	1,1;2,2;3,9996
12661	消灭4805329个敌人	1,4805329	1,2,3,9998	1,1;2,2;3,9997
12662	消灭4805330个敌人	1,4805330	1,2,3,9999	1,1;2,2;3,9998
12663	消灭4805331个敌人	1,4805331	1,2,3,10000	1,1;2,2;3,9999
12664	消灭4805332个敌人	1,4805332	1,2,3,10001	1,1;2,2;3,10000
12665	消灭4805333个敌人	1,4805333	1,2,3,10002	1,1;2,2;3,10001
12666	消灭4805334个敌人	1,4805334	1,2,3,10003	1,1;2,2;3,10002
12667	消灭4805335个敌人	1,4805335	1,2,3,10004	1,1;2,2;3,10003
12668	消灭4805336个敌人	1,4805336	1,2,3,10005	1,1;2,2;3,10004
12669	消灭4805337个敌人	1,4805337	1,2,3,10006	1,1;2,2;3,10005
12670	消灭4805338个敌人	1,4805338	1,2,3,10007	1,1;2,2;3,10006
12671	消灭4805339个敌人	1,4805339	1,2,3,10008	1,1;2,2;3,10007
12672	消灭4805340个敌人	1,4805340	1,2,3,10009	1,1;2,2;3,10008
12673	消灭4805341个敌人	1,4805341	1,2,3,10010	1,1;2,2;3,10009
12674	消灭4805342个敌人	1,4805342	1,2,3,10011	1,1;2,2;3,10010
12675	消灭4805343个敌人	1,4805343	1,2,3,10012	1,1;2,2;3,10011
12676	消灭4805344个敌人	1,4805344	1,2,3,10013	1,1;2,2;3,10012
12677	消灭4805345个敌人	1,4805345	1,2,3,10014	1,1;2,2;3,10013
12678	消灭4805346个敌人	1,4805346	1,2,3,10015	1,1;2,2;3,10014
12679	消灭4805347个敌人	1,4805347	1,2,3,10016	1,1;2,2;3,10015
12680	消灭4805348个敌人	1,4805348	1,2,3,10017	1,1;2,2;3,10016
12681	消灭4805349个敌人	1,4805349	1,2,3,10018	1,1;2,2;3,10017
12682	消灭4805350个敌人	1,4805350	1,2,3,10019	1,1;2,2;3,10018
12683	消灭4805351个敌人	1,4805351	1,2,3,10020	1,1;2,2;3,10019
12684	消灭4805352个敌人	1,4805352	1,2,3,10021	1,1;2,2;3,10020
12685	消灭4805353个敌人	1,4805353	1,2,3,10022	1,1;2,2;3,10021
12686	消灭4805354个敌人	1,4805354	1,2,3,10023	1,1;2,2;3,10022
12687	消灭4805355个敌人	1,4805355	1,2,3,10024	1,1;2,2;3,10023
12688	消灭4805356个敌人	1,4805356	1,2,3,10025	1,1;2,2;3,10024
12689	消灭4805357个敌人	1,4805357	1,2,3,10026	1,1;2,2;3,10025
12690	消灭4805358个敌人	1,4805358	1,2,3,10027	1,1;2,2;3,10026
12691	消灭4805359个敌人	1,4805359	1,2,3,10028	1,1;2,2;3,10027
12692	消灭4805360个敌人	1,4805360	1,2,3,10029	1,1;2,2;3,10028
12693	消灭4805361个敌人	1,4805361	1,2,3,10030	1,1;2,2;3,10029
12694	消灭4805362个敌人	1,4805362	1,2,3,10031	1,1;2,2;3,10030
12695	消灭4805363个敌人	1,4805363	1,2,3,10032	1,1;2,2;3,10031
12696	消灭4805364个敌人	1,4805364	1,2,3,10033	1,1;2,2;3,10032
12697	消灭4805365个敌人	1,4805365	1,2,3,10034	1,1;2,2;3,10033
12698	消灭4805366个敌人	1,4805366	1,2,3,10035	1,1;2,2;3,10034
12699	消灭4805367个敌人	1,4805367	1,2,3,10036	1,1;2,2;3,10035
12700	消灭4805368个敌人	1,4805368	1,2,3,10037	1,1;2,2;3,10036
12701	消灭4805369个敌人	1,4805369	1,2,3,10038	1,1;2,2;3,10037
12702	消灭4805370个敌人	1,4805370	1,2,3,10039	1,1;2,2;3,10038
12703	消灭4805371个敌人	1,4805371	1,2,3,10040	1,1;2,2;3,10039
12704	消灭4805372个敌人	1,4805372	1,2,3,10041	1,1;2,2;3,10040
12705	消灭4805373个敌人	1,4805373	1,2,3,10042	1,1;2,2;3,10041
12706	消灭4805374个敌人	1,4805374	1,2,3,10043	1,1;2,2;3,10042
12707	消灭4805375个敌人	1,4805375	1,2,3,10044	1,1;2,2;3,10043
12708	消灭4805376个敌人	1,4805376	1,2,3,10045	1,1;2,2;3,10044
12709	消灭4805377个敌人	1,4805377	1,2,3,10046	1,1;2,2;3,10045
12710	消灭4805378个敌人	1,4805378	1,2,3,10047	1,1;2,2;3,10046
12711	消灭4805379个敌人	1,4805379	1,2,3,10048	1,1;2,2;3,10047
12712	消灭4805380个敌人	1,4805380	1,2,3,10049	1,1;2,2;3,10048
12713	消灭4805381个敌人	1,4805381	1,2,3,10050	1,1;2,2;3,10049
12714	消灭4805382个敌人	1,4805382	1,2,3,10051	1,1;2,2;3,10050
12715	消灭4805383个敌人	1,4805383	1,2,3,10052	1,1;2,2;3,10051
12716	消灭4805384个敌人	1,4805384	1,2,3,10053	1,1;2,2;3,10052
12717	消灭4805385个敌人	1,4805385	1,2,3,10054	1,1;2,2;3,10053
12718	消灭4805386个敌人	1,4805386	1,2,3,10055	1,1;2,2;3,10054
12719	消灭4805387个敌人	1,4805387	1,2,3,10056	1,1;2,2;3,10055
12720	消灭4805388个敌人	1,4805388	1,2,3,10057	1,1;2,2;3,10056
12721	消灭4805389个敌人	1,4805389	1,2,3,10058	1,1;2,2;3,10057
12722	消灭4805390个敌人	1,4805390	1,2,3,10059	1,1;2,2;3,10058
12723	消灭4805391个敌人	1,4805391	1,2,3,10060	1,1;2,2;3,10059
12724	消灭4805392个敌人	1,4805392	1,2,3,10061	1,1;2,2;3,10060
12725	消灭4805393个敌人	1,4805393	1,2,3,10062	1,1;2,2;3,10061
12726	消灭4805394个敌人	1,4805394	1,2,3,10063	1,1;2,2;3,10062
12727	消灭4805395个敌人	1,4805395	1,2,3,10064	1,1;2,2;3,10063
12728	消灭4805396个敌人	1,4805396	1,2,3,10065	1,1;2,2;3,10064
12729	消灭4805397个敌人	1,4805397	1,2,3,10066	1,1;2,2;3,10065
12730	消灭4805398个敌人	1,4805398	1,2,3,10067	1,1;2,2;3,10066
